"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Автозапчасти / Картеры двигателя";"3";"2022-02-03";"26,5";"30";"6004";"406";"96";"1,6";"138";"2,3";"65";"1,08";"47,1";"247";"29";"11,74";"353";"35";"9,92";"83";"220405";"99039";"31";"319444";"83,33";"75";"183663";"165304";"144";"110";"412971";"76,39";"52";"0";"90000";"4634,31";"3132";"183";"17675";"2977,89";"2056";"4,7";"4,88";"4,66";"4,81";"2";"4,58";"5,24"
"Канцелярские товары / Почтовые марки";"2";"2021-05-20";"29,5";"33";"57193";"4619";"277";"0,48";"556";"0,97";"323";"0,56";"58,09";"45";"20";"44,44";"195";"30";"15,38";"634";"219954";"235383";"51,69";"455337";"100";"100";"219954";"219954";"488";"333";"168069";"68,24";"23";"0";"207551";"781,58";"503";"90";"4077";"321,79";"237";"4,95";"4,97";"4,93";"4,93";"2";"5,37";"7,6"
"Здоровье / Столы массажные";"2";"2020-09-16";"31,5";"35";"4095";"362";"25";"0,61";"45";"1,1";"29";"0,71";"64,44";"105";"8";"7,62";"384";"9";"2,34";"41";"219700";"41501";"15,89";"261201";"82,52";"82,13";"181296";"180440";"29";"18";"102228";"62,07";"21";"0";"397960";"19159,28";"10288";"534";"27924";"5689,24";"3291";"4,61";"4,9";"4,53";"4,81";"35";"6,73";"16,63"
"Здоровье / Жилеты фиксирующие";"3";"2021-05-11";"25,5";"29";"601";"210";"13";"2,16";"19";"3,16";"13";"2,16";"68,42";"25";"7";"28";"169";"10";"5,92";"400";"219171";"26481";"10,78";"245652";"80";"80";"175337";"175337";"263";"46";"90592";"17,49";"20";"0";"27744";"1197,92";"743";"185";"3034";"1056,31";"781";"4,35";"5";"4,25";"4,71";"3";"2,02";"3,12"
"Товары для взрослых / Вибротрусики";"2";"2020-05-05";"29,5";"33";"1031";"256";"24";"2,33";"34";"3,3";"24";"2,33";"70,59";"101";"11";"10,89";"274";"15";"5,47";"158";"218839";"217080";"49,8";"435919";"83,52";"83,52";"182774";"182774";"785";"646";"816761";"82,29";"149";"0";"71100";"2999,06";"2516";"522";"4388";"2184,62";"2007,5";"4,25";"4,5";"4,18";"4,36";"28";"4,72";"16,32"
"Декор интерьера / Упоры поясничные";"2";"2020-01-25";"29,5";"33";"15052";"3012";"68";"0,45";"90";"0,6";"40";"0,27";"44,44";"196";"20";"10,2";"706";"32";"4,53";"203";"218502";"60435";"21,67";"278937";"40";"40";"87401";"87401";"295";"181";"242558";"61,36";"44";"0";"560224";"4214,25";"2098";"369";"8303";"1842,08";"1142";"4,56";"4,94";"4,47";"4,74";"3";"49,2";"4,38"
"Спортивный товар / Шпоры для верховой езды";"2";"2021-05-17";"27,5";"31";"814";"200";"32";"3,93";"41";"5,04";"25";"3,07";"60,98";"49";"7";"14,29";"392";"11";"2,81";"195";"218078";"101741";"31,81";"319819";"90";"90";"196270";"196270";"442";"217";"285761";"49,1";"68";"0";"60800";"2305,39";"1967";"469";"3537";"1292,56";"1246";"4,8";"4,8";"4,76";"4,69";"4";"9,61";"9,15"
"Автозапчасти / Составные части стойки амортизатора";"2";"2021-12-13";"26,5";"30";"10887";"1616";"151";"1,39";"222";"2,04";"100";"0,92";"45,05";"285";"30";"10,53";"365";"43";"11,78";"245";"217840";"15684";"6,72";"233524";"92";"92";"200413";"200413";"253";"167";"299678";"66,01";"31";"0";"190728";"3283,65";"1722";"125";"5062";"1193,42";"599,5";"4,77";"4,86";"4,73";"4,78";"7";"9,51";"17,48"
"Спортивный товар / Станки для хореографии";"3";"2021-07-29";"27,5";"31";"918";"167";"32";"3,49";"49";"5,34";"27";"2,94";"55,1";"17";"4";"23,53";"109";"4";"3,67";"53";"217827";"25938";"10,64";"243765";"0";"0";"0";"0";"69";"58";"213285";"84,06";"39";"0";"60800";"4611,8";"2749";"1176";"5852";"4217,15";"4336";"4,7";"4,85";"4,66";"4,78";"nan";"nan";"nan"
"Красота / Чаши для бритья";"2";"2020-01-25";"32,5";"36";"1015";"192";"32";"3,15";"55";"5,42";"44";"4,33";"80";"57";"14";"24,56";"172";"18";"10,47";"364";"217736";"45518";"17,29";"263254";"86,54";"86,54";"188429";"188429";"334";"161";"81553";"48,2";"28";"0";"10913";"1522,26";"1091";"194";"7182";"1333,59";"1336";"4,82";"4,88";"4,75";"4,76";"15";"11,91";"24,1"
"Автоаксессуары и дополнительное оборудование / Корректоры угла наклона фар";"3";"2022-01-03";"26,5";"30";"2485";"853";"57";"2,29";"104";"4,19";"76";"3,06";"73,08";"91";"25";"27,47";"231";"38";"16,45";"229";"217561";"79389";"26,73";"296950";"75";"75";"163171";"163171";"249";"127";"121454";"51";"33";"0";"60800";"1668,34";"990";"111";"5439";"1540,5";"1107,5";"4,77";"4,88";"4,68";"4,72";"5";"6,21";"6,72"
"Строительные материалы / Пандусы";"2";"2021-06-20";"28,5";"32";"1418";"135";"108";"7,62";"132";"9,31";"46";"3,24";"34,85";"15";"6";"40";"102";"6";"5,88";"71";"217233";"67957";"23,83";"285190";"100";"100";"217233";"217233";"179";"148";"757438";"82,68";"76";"0";"74256";"10278,27";"7041,5";"446";"14501";"3861,83";"2227,5";"4,74";"4,88";"4,71";"4,82";"0";"0";"0"
"Спортивный товар / Горелки спиртовые туристические";"2";"2020-05-24";"27,5";"31";"3136";"635";"32";"1,02";"61";"1,95";"45";"1,43";"73,77";"143";"23";"16,08";"555";"29";"5,23";"622";"217141";"58975";"21,36";"276116";"90,91";"90,91";"197403";"197403";"296";"178";"91987";"60,14";"14";"0";"576231";"1649,2";"787";"141";"7028";"846,22";"551";"4,73";"4,97";"4,66";"4,83";"6";"3,91";"6,3"
"Товары для животных / Системы CO2";"2";"2020-05-07";"21,5";"25";"2077";"409";"57";"2,74";"80";"3,85";"34";"1,64";"42,5";"34";"9";"26,47";"228";"14";"6,14";"93";"216972";"17459";"7,45";"234431";"0";"0";"0";"0";"204";"114";"564658";"55,88";"66";"0";"166111";"3101,29";"1160";"252";"8460";"1803,44";"1031,5";"4,62";"4,78";"4,56";"4,73";"2";"4,67";"3,8"
"Спортивная обувь / Велобахилы";"2";"2020-03-02";"34,5";"38";"1649";"446";"30";"1,82";"32";"1,94";"18";"1,09";"56,25";"30";"12";"40";"149";"11";"7,38";"140";"216900";"4663";"2,1";"221563";"77,14";"71,43";"167317";"154932";"413";"212";"361428";"51,33";"88";"0";"134956";"2544,58";"913";"588";"5976";"2397";"2269";"4,59";"4,53";"4,52";"4,37";"5";"11,42";"44,76"
"Товары для взрослых / Ароматизаторы эротик";"3";"2020-01-27";"29,5";"33";"410";"64";"26";"6,34";"41";"10";"34";"8,29";"82,93";"63";"5";"7,94";"75";"6";"8";"356";"216339";"176881";"44,98";"393220";"100";"100";"216339";"216339";"5821";"4963";"2799568";"85,26";"491";"0";"27901";"2209,97";"1304";"452";"1339";"659,91";"564,5";"4,32";"4,69";"4,23";"4,5";"0";"0";"0"
"Продукты / Вина игристые безалкогольные";"3";"2020-06-27";"21,5";"25";"145";"2";"13";"8,97";"18";"12,41";"14";"9,66";"77,78";"46";"9";"19,57";"40";"4";"10";"239";"215569";"16379";"7,06";"231948";"100";"100";"215569";"215569";"269";"111";"161122";"41,26";"34";"0";"5462";"1554,24";"1301";"667";"2963";"1518,5";"1291";"4,43";"4,75";"4,31";"4,66";"23";"10,21";"10,59"
"Красота / Средства для разбавления лака";"2";"2020-01-25";"27,5";"31";"2425";"25";"24";"0,99";"61";"2,52";"50";"2,06";"81,97";"63";"21";"33,33";"170";"33";"19,41";"1005";"214879";"48868";"18,53";"263747";"96,41";"96,41";"207165";"207165";"497";"213";"101854";"42,86";"15";"0";"69100";"2472,14";"1863";"136";"1245";"387,16";"228";"4,91";"5";"4,83";"4,89";"6";"21,07";"20,79"
"Отделочные материалы / Стеклохолсты малярные";"3";"2022-04-22";"28,5";"32";"1980";"519";"22";"1,11";"67";"3,38";"50";"2,53";"74,63";"52";"8";"15,38";"176";"13";"7,39";"102";"214768";"195104";"47,6";"409872";"81,97";"80,56";"176045";"173017";"79";"69";"142645";"87,34";"23";"0";"60800";"1431,48";"771,5";"481";"6571";"2034,76";"1928,5";"4,88";"5";"4,84";"4,95";"6";"6,14";"12,57"
"Товары для отдыха и кемпинга / Аксессуары для биотуалетов";"3";"2020-10-14";"28,5";"32";"854";"137";"16";"1,87";"36";"4,22";"31";"3,63";"86,11";"56";"5";"8,93";"268";"6";"2,24";"228";"214617";"201758";"48,46";"416375";"100";"100";"214617";"214617";"335";"214";"87203";"63,88";"44";"0";"60800";"2187,68";"1181";"133";"4581";"1195,48";"1063";"4,88";"4,89";"4,78";"4,81";"2";"6,75";"3,79"
"Мототовары / Шланги топливные для мототехники";"3";"2021-07-21";"26,5";"30";"1222";"145";"72";"5,89";"113";"9,25";"78";"6,38";"69,03";"49";"14";"28,57";"174";"29";"16,67";"1138";"214598";"47461";"18,11";"262059";"88,18";"88,18";"189233";"189233";"2800";"1550";"420412";"55,36";"74";"0";"60800";"1332,52";"441,5";"91";"1323";"250";"207";"4,83";"4,94";"4,73";"4,77";"6";"18,09";"30,82"
"Белье / Ленты для груди";"2";"2020-01-27";"34,5";"38";"6721";"2053";"111";"1,65";"135";"2,01";"55";"0,82";"40,74";"150";"28";"18,67";"628";"37";"5,89";"593";"213987";"38317";"15,19";"252304";"100";"100";"213987";"213987";"1274";"825";"344086";"64,76";"64";"0";"45654";"823,78";"546";"162";"1711";"450,71";"420";"4,4";"4,57";"4,34";"4,48";"6";"14,06";"22,28"
"Спортивный товар / Пеги велосипедные";"2";"2020-10-24";"27,5";"31";"4856";"1501";"91";"1,87";"101";"2,08";"69";"1,42";"68,32";"79";"14";"17,72";"222";"16";"7,21";"465";"213104";"7196";"3,27";"220300";"100";"100";"213104";"213104";"1995";"1419";"664203";"71,13";"129";"0";"106709";"1202,69";"759";"180";"2077";"565,32";"502";"4,52";"4,74";"4,43";"4,59";"2";"18,03";"6,54"
"Автоаксессуары и дополнительное оборудование / Подогреватели дизельного топлива";"3";"2021-04-05";"26,5";"30";"1279";"149";"59";"4,61";"91";"7,11";"63";"4,93";"69,23";"75";"13";"17,33";"192";"23";"11,98";"116";"213012";"128505";"37,63";"341517";"100";"100";"213012";"213012";"115";"58";"147166";"50,43";"30";"0";"216322";"4028,42";"2407";"572";"12510";"2201,79";"1433";"4,71";"4,76";"4,66";"4,69";"5";"0,86";"4,55"
"Спортивный товар / Лыжи беговые";"3";"2020-01-25";"27,5";"31";"4897";"491";"5";"0,1";"38";"0,78";"35";"0,71";"92,11";"92";"12";"13,04";"224";"10";"4,46";"57";"212912";"301690";"58,63";"514602";"69,21";"68,81";"147356";"146505";"22";"19";"31462";"86,36";"12";"0";"900000";"8816,72";"3039";"420";"27990";"3999,57";"3298";"4,72";"4,86";"4,65";"4,67";"42";"3,43";"7,85"
"Автоаксессуары и дополнительное оборудование / Стетоскопы механические";"2";"2020-10-24";"26,5";"30";"1265";"224";"25";"1,98";"37";"2,92";"26";"2,06";"70,27";"88";"15";"17,05";"298";"25";"8,39";"395";"212325";"197123";"48,14";"409448";"92,46";"91,96";"196316";"195254";"344";"122";"158160";"35,47";"26";"0";"66103";"2303,64";"1004";"331";"11181";"1163,42";"531";"4,55";"4,87";"4,48";"4,8";"10";"9,59";"32,86"
"Отделочные материалы / Стеклообои";"1";"2023-10-04";"28,5";"32";"1993";"416";"19";"0,95";"31";"1,56";"21";"1,05";"67,74";"22";"5";"22,73";"101";"5";"4,95";"119";"211952";"60806";"22,29";"272758";"88,1";"87,91";"186730";"186327";"41";"31";"147608";"75,61";"10";"0";"167283";"2952,81";"1673";"324";"4678";"3256,76";"3068";"4,68";"4,9";"4,67";"4,82";"13";"7,32";"20,06"
"Автозапчасти / Прокладки масляного поддона";"2";"2021-06-05";"26,5";"30";"15597";"1824";"269";"1,72";"365";"2,34";"162";"1,04";"44,38";"338";"65";"19,23";"542";"95";"17,53";"853";"211528";"27192";"11,39";"238720";"88,3";"88,3";"186779";"186779";"2648";"1697";"511697";"64,09";"93";"0";"103419";"1569,06";"1025";"37";"5630";"503,45";"325,5";"4,74";"4,89";"4,7";"4,82";"7";"8,38";"13,14"
